Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0001","0.0011"
"0.0200","0.0002","0.0010"
"0.0400","0.0001","0.0011"
"0.0600","0.0000","0.0008"
"0.0800","0.0000","0.0010"
"0.1000","0.0000","0.0012"
"0.1200","0.0001","0.0027"
"0.1400","0.0001","0.0019"
"0.1600","0.0001","-0.0005"
"0.1800","0.0002","-0.0017"
"0.2000","0.0002","-0.0012"
"0.2200","0.0003","-0.0015"
"0.2400","0.0003","-0.0017"
"0.2600","0.0004","-0.0005"
"0.2800","0.0005","-0.0002"
"0.3000","0.0007","-0.0018"
"0.3200","0.0009","-0.0013"
"0.3400","0.0011","-0.0005"
"0.3600","0.0014","0.0001"
"0.3800","0.0017","0.0002"
"0.4000","0.0020","0.0008"
"0.4200","0.0023","0.0006"
"0.4400","0.0025","0.0003"
"0.4600","0.0028","-0.0009"
"0.4800","0.0031","-0.0013"
"0.5000","0.0033","-0.0010"
"0.5200","0.0035","-0.0002"
"0.5400","0.0038","0.0008"
"0.5600","0.0040","-0.0004"
"0.5800","0.0043","-0.0012"
"0.6000","0.0045","-0.0012"
"0.6200","0.0047","-0.0010"
"0.6400","0.0049","-0.0009"
"0.6600","0.0051","-0.0010"
"0.6800","0.0053","-0.0002"
"0.7000","0.0055","0.0002"
"0.7200","0.0057","0.0007"
"0.7400","0.0059","0.0011"
"0.7600","0.0061","0.0025"
"0.7800","0.0063","0.0021"
"0.8000","0.0064","-0.0001"
"0.8200","0.0066","-0.0003"
"0.8400","0.0068","0.0004"
"0.8600","0.0070","-0.0014"
"0.8800","0.0071","-0.0011"
"0.9000","0.0073","-0.0016"
"0.9200","0.0075","-0.0011"
"0.9400","0.0076","-0.0008"
"0.9600","0.0078","-0.0004"
"0.9800","0.0080","-0.0012"
"1.0000","0.0081","-0.0003"
"1.0200","0.0083","0.0016"
"1.0400","0.0085","0.0012"
"1.0600","0.0087","0.0008"
"1.0800","0.0088","-0.0001"
"1.1000","0.0090","0.0004"
"1.1200","0.0092","0.0004"
"1.1400","0.0094","-0.0002"
"1.1600","0.0095","-0.0012"
"1.1800","0.0097","-0.0015"
"1.2000","0.0099","0.0001"
"1.2200","0.0101","0.0001"
"1.2400","0.0103","-0.0001"
"1.2600","0.0105","-0.0005"
"1.2800","0.0106","-0.0011"
"1.3000","0.0108","0.0001"
"1.3200","0.0110","0.0002"
"1.3400","0.0112","-0.0006"
"1.3600","0.0113","-0.0008"
"1.3800","0.0115","0.0001"
"1.4000","0.0117","-0.0005"
"1.4200","0.0118","-0.0017"
"1.4400","0.0120","0.0001"
"1.4600","0.0122","0.0011"
"1.4800","0.0123","-0.0006"
"1.5000","0.0125","-0.0024"
"1.5200","0.0127","-0.0015"
"1.5400","0.0129","-0.0003"
"1.5600","0.0130","0.0003"
"1.5800","0.0132","0.0015"
"1.6000","0.0134","0.0006"
"1.6200","0.0136","0.0012"
"1.6400","0.0137","0.0010"
"1.6600","0.0139","0.0015"
"1.6800","0.0141","0.0018"
"1.7000","0.0143","0.0012"
"1.7200","0.0144","0.0003"
"1.7400","0.0146","-0.0009"
"1.7600","0.0148","-0.0019"
"1.7800","0.0149","-0.0012"
"1.8000","0.0151","-0.0014"
"1.8200","0.0153","-0.0007"
"1.8400","0.0154","-0.0007"
"1.8600","0.0156","-0.0003"
"1.8800","0.0158","-0.0005"
"1.9000","0.0160","-0.0002"
"1.9200","0.0161","-0.0002"
"1.9400","0.0163","0.0016"
"1.9600","0.0165","0.0011"
"1.9800","0.0166","0.0010"
"2.0000","0.0168","-0.0003"
"2.0200","0.0170","-0.0003"
"2.0400","0.0171","-0.0014"
"2.0600","0.0173","-0.0014"
"2.0800","0.0175","-0.0022"
"2.1000","0.0177","-0.0017"
"2.1200","0.0178","-0.0012"
"2.1400","0.0180","-0.0009"
"2.1600","0.0182","-0.0001"
"2.1800","0.0183","-0.0008"
"2.2000","0.0185","-0.0014"
"2.2200","0.0187","-0.0002"
"2.2400","0.0189","-0.0004"
"2.2600","0.0190","-0.0008"
"2.2800","0.0192","-0.0019"
"2.3000","0.0193","-0.0015"
"2.3200","0.0195","-0.0013"
"2.3400","0.0197","-0.0001"
"2.3600","0.0198","-0.0005"
"2.3800","0.0200","0.0003"
"2.4000","0.0202","0.0003"
"2.4200","0.0203","0.0002"
"2.4400","0.0205","-0.0007"
"2.4600","0.0207","-0.0006"
"2.4800","0.0208","-0.0004"
"2.5000","0.0210","-0.0001"
"2.5200","0.0212","-0.0012"
"2.5400","0.0213","-0.0025"
"2.5600","0.0215","-0.0026"
"2.5800","0.0217","-0.0016"
"2.6000","0.0218","0.0000"
"2.6200","0.0220","-0.0007"
"2.6400","0.0222","-0.0010"
"2.6600","0.0223","-0.0004"
"2.6800","0.0225","-0.0007"
"2.7000","0.0227","-0.0007"
"2.7200","0.0228","-0.0007"
"2.7400","0.0230","-0.0020"
"2.7600","0.0231","-0.0016"
"2.7800","0.0233","-0.0003"
"2.8000","0.0235","0.0000"
"2.8200","0.0236","0.0000"
"2.8400","0.0238","0.0002"
"2.8600","0.0239","0.0007"
"2.8800","0.0241","-0.0001"
"2.9000","0.0243","0.0001"
"2.9200","0.0244","0.0006"
"2.9400","0.0246","-0.0008"
"2.9600","0.0248","-0.0006"
"2.9800","0.0249","-0.0003"
"3.0000","0.0251","-0.0002"
"3.0200","0.0252","-0.0018"
"3.0400","0.0254","-0.0015"
"3.0600","0.0255","-0.0001"
"3.0800","0.0257","-0.0001"
"3.1000","0.0259","-0.0006"
"3.1200","0.0260","-0.0007"
"3.1400","0.0262","0.0005"
"3.1600","0.0263","-0.0005"
"3.1800","0.0265","-0.0005"
"3.2000","0.0266","0.0000"
"3.2200","0.0268","0.0002"
"3.2400","0.0270","-0.0015"
"3.2600","0.0271","-0.0010"
"3.2800","0.0273","-0.0020"
"3.3000","0.0275","-0.0001"
"3.3200","0.0276","0.0003"
"3.3400","0.0278","-0.0004"
"3.3600","0.0280","-0.0014"
"3.3800","0.0281","-0.0011"
"3.4000","0.0283","0.0010"
"3.4200","0.0285","0.0002"
"3.4400","0.0286","-0.0012"
"3.4600","0.0288","-0.0009"
"3.4800","0.0290","-0.0012"
"3.5000","0.0291","-0.0006"
"3.5200","0.0293","-0.0002"
"3.5400","0.0295","-0.0004"
"3.5600","0.0297","-0.0016"
"3.5800","0.0298","-0.0011"
"3.6000","0.0300","0.0002"
"3.6200","0.0302","-0.0003"
"3.6400","0.0303","-0.0008"
"3.6600","0.0305","-0.0010"
"3.6800","0.0307","-0.0021"
"3.7000","0.0308","-0.0015"
"3.7200","0.0310","0.0006"
"3.7400","0.0312","0.0011"
"3.7600","0.0313","0.0003"
"3.7800","0.0315","-0.0010"
"3.8000","0.0317","0.0003"
"3.8200","0.0318","0.0007"
"3.8400","0.0320","0.0017"
"3.8600","0.0322","0.0001"
"3.8800","0.0323","-0.0015"
"3.9000","0.0325","-0.0017"
"3.9200","0.0327","-0.0003"
"3.9400","0.0328","-0.0009"
"3.9600","0.0330","-0.0027"
"3.9800","0.0332","-0.0017"
"4.0000","0.0333","-0.0012"
"4.0200","0.0335","-0.0015"
"4.0400","0.0337","-0.0019"
"4.0600","0.0339","0.0008"
"4.0800","0.0340","0.0004"
"4.1000","0.0342","-0.0001"
"4.1200","0.0344","-0.0008"
"4.1400","0.0345","0.0000"
"4.1600","0.0347","-0.0005"
"4.1800","0.0349","-0.0012"
"4.2000","0.0350","-0.0021"
"4.2200","0.0352","-0.0017"
"4.2400","0.0354","-0.0006"
"4.2600","0.0355","-0.0004"
"4.2800","0.0357","0.0009"
"4.3000","0.0359","0.0006"
"4.3200","0.0360","-0.0003"
"4.3400","0.0362","-0.0014"
"4.3600","0.0364","-0.0015"
"4.3800","0.0365","-0.0011"
"4.4000","0.0367","0.0009"
"4.4200","0.0369","0.0033"
"4.4400","0.0370","0.0012"
"4.4600","0.0372","-0.0010"
"4.4800","0.0374","-0.0012"
"4.5000","0.0375","-0.0017"
"4.5200","0.0377","-0.0011"
"4.5400","0.0379","-0.0006"
"4.5600","0.0380","0.0000"
"4.5800","0.0382","0.0001"
"4.6000","0.0384","0.0002"
"4.6200","0.0386","-0.0004"
"4.6400","0.0387","-0.0012"
"4.6600","0.0389","-0.0006"
"4.6800","0.0391","0.0002"
"4.7000","0.0393","-0.0004"
"4.7200","0.0394","0.0001"
"4.7400","0.0396","0.0012"
"4.7600","0.0398","0.0003"
"4.7800","0.0400","-0.0007"
"4.8000","0.0402","-0.0009"
"4.8200","0.0404","-0.0003"
"4.8400","0.0406","-0.0008"
"4.8600","0.0408","-0.0007"
"4.8800","0.0409","-0.0004"
"4.9000","0.0411","0.0011"
"4.9200","0.0413","0.0019"
"4.9400","0.0414","-0.0001"
"4.9600","0.0416","-0.0007"
"4.9800","0.0418","-0.0003"
"5.0000","0.0419","-0.0006"
"5.0200","0.0421","-0.0009"
"5.0400","0.0422","-0.0003"
"5.0600","0.0424","-0.0005"
"5.0800","0.0426","-0.0004"
"5.1000","0.0427","0.0009"
"5.1200","0.0429","0.0005"
"5.1400","0.0430","-0.0013"
"5.1600","0.0432","-0.0020"
"5.1800","0.0434","-0.0021"
"5.2000","0.0436","-0.0015"
"5.2200","0.0437","0.0001"
"5.2400","0.0439","0.0012"
"5.2600","0.0441","0.0008"
"5.2800","0.0442","-0.0005"
"5.3000","0.0444","-0.0013"
"5.3200","0.0446","-0.0011"
"5.3400","0.0447","-0.0007"
"5.3600","0.0449","-0.0001"
"5.3800","0.0451","0.0000"
"5.4000","0.0452","-0.0004"
"5.4200","0.0454","-0.0008"
"5.4400","0.0456","0.0001"
"5.4600","0.0457","-0.0005"
"5.4800","0.0459","-0.0018"
"5.5000","0.0461","-0.0015"
"5.5200","0.0462","-0.0010"
"5.5400","0.0464","-0.0025"
"5.5600","0.0465","-0.0020"
"5.5800","0.0467","-0.0018"
"5.6000","0.0469","0.0001"
"5.6200","0.0470","0.0007"
"5.6400","0.0472","-0.0010"
"5.6600","0.0474","-0.0017"
"5.6800","0.0475","-0.0013"
"5.7000","0.0477","-0.0012"
"5.7200","0.0479","-0.0010"
"5.7400","0.0481","-0.0027"
"5.7600","0.0482","-0.0011"
"5.7800","0.0484","0.0005"
"5.8000","0.0486","0.0001"
"5.8200","0.0487","-0.0005"
"5.8400","0.0489","-0.0010"
"5.8600","0.0490","-0.0006"
"5.8800","0.0492","-0.0018"
"5.9000","0.0493","-0.0014"
"5.9200","0.0495","-0.0002"
"5.9400","0.0497","0.0007"
"5.9600","0.0498","-0.0006"
"5.9800","0.0500","-0.0021"
"6.0000","0.0502","-0.0008"
"6.0200","0.0504","0.0000"
"6.0400","0.0506","-0.0006"
"6.0600","0.0507","-0.0004"
"6.0800","0.0509","-0.0008"
"6.1000","0.0510","-0.0020"
"6.1200","0.0512","-0.0012"
"6.1400","0.0514","-0.0016"
"6.1600","0.0515","-0.0019"
"6.1800","0.0517","-0.0001"
"6.2000","0.0518","0.0006"
"6.2200","0.0520","0.0006"
"6.2400","0.0522","0.0005"
"6.2600","0.0523","-0.0012"
"6.2800","0.0525","-0.0017"
"6.3000","0.0527","-0.0001"
"6.3200","0.0528","-0.0014"
"6.3400","0.0530","-0.0008"
"6.3600","0.0531","-0.0007"
"6.3800","0.0533","-0.0002"
"6.4000","0.0534","0.0008"
"6.4200","0.0536","-0.0003"
"6.4400","0.0537","-0.0020"
"6.4600","0.0539","-0.0019"
"6.4800","0.0540","-0.0004"
"6.5000","0.0542","0.0002"
"6.5200","0.0543","-0.0010"
"6.5400","0.0545","-0.0004"
"6.5600","0.0546","0.0009"
"6.5800","0.0548","0.0005"
"6.6000","0.0550","0.0003"
"6.6200","0.0551","0.0002"
"6.6400","0.0553","-0.0008"
"6.6600","0.0555","0.0001"
"6.6800","0.0557","-0.0009"
"6.7000","0.0558","-0.0005"
"6.7200","0.0560","0.0013"
"6.7400","0.0562","0.0013"
"6.7600","0.0563","0.0007"
"6.7800","0.0565","0.0000"
"6.8000","0.0567","-0.0003"
"6.8200","0.0568","0.0000"
"6.8400","0.0570","-0.0005"
"6.8600","0.0572","-0.0003"
"6.8800","0.0573","-0.0011"
"6.9000","0.0575","-0.0005"
"6.9200","0.0577","-0.0013"
"6.9400","0.0578","-0.0007"
"6.9600","0.0580","0.0011"
"6.9800","0.0582","0.0015"
"7.0000","0.0583","-0.0004"
"7.0200","0.0585","-0.0004"
"7.0400","0.0587","-0.0004"
"7.0600","0.0588","-0.0010"
"7.0800","0.0590","-0.0016"
"7.1000","0.0592","0.0002"
"7.1200","0.0593","0.0007"
"7.1400","0.0595","-0.0005"
"7.1600","0.0597","-0.0008"
"7.1800","0.0599","-0.0017"
"7.2000","0.0600","-0.0024"
"7.2200","0.0602","-0.0014"
"7.2400","0.0604","0.0007"
"7.2600","0.0605","-0.0009"
"7.2800","0.0607","-0.0006"
"7.3000","0.0608","-0.0009"
"7.3200","0.0610","-0.0011"
"7.3400","0.0612","-0.0002"
"7.3600","0.0613","0.0006"
"7.3800","0.0615","-0.0006"
"7.4000","0.0617","-0.0004"
"7.4200","0.0618","-0.0009"
"7.4400","0.0620","-0.0013"
"7.4600","0.0622","0.0000"
"7.4800","0.0623","-0.0007"
"7.5000","0.0625","-0.0016"
"7.5200","0.0627","-0.0023"
"7.5400","0.0628","-0.0011"
"7.5600","0.0630","0.0006"
"7.5800","0.0632","0.0000"
"7.6000","0.0633","0.0006"
"7.6200","0.0635","-0.0002"
"7.6400","0.0637","0.0000"
"7.6600","0.0638","0.0001"
"7.6800","0.0640","0.0006"
"7.7000","0.0642","-0.0004"
"7.7200","0.0643","-0.0009"
"7.7400","0.0645","-0.0018"
"7.7600","0.0647","-0.0010"
"7.7800","0.0648","-0.0014"
"7.8000","0.0650","-0.0017"
"7.8200","0.0652","-0.0017"
"7.8400","0.0653","-0.0013"
"7.8600","0.0655","-0.0009"
"7.8800","0.0657","-0.0008"
"7.9000","0.0658","0.0008"
"7.9200","0.0660","0.0000"
"7.9400","0.0662","-0.0014"
"7.9600","0.0663","-0.0033"
"7.9800","0.0665","-0.0030"
"8.0000","0.0667","-0.0016"
"8.0200","0.0668","-0.0008"
"8.0400","0.0670","-0.0001"
"8.0600","0.0672","0.0007"
"8.0800","0.0673","-0.0002"
"8.1000","0.0675","-0.0006"
"8.1200","0.0677","0.0000"
"8.1400","0.0678","-0.0008"
"8.1600","0.0680","-0.0006"
"8.1800","0.0682","0.0002"
"8.2000","0.0683","0.0008"
"8.2200","0.0685","0.0004"
"8.2400","0.0687","0.0003"
"8.2600","0.0688","-0.0007"
"8.2800","0.0690","-0.0007"
"8.3000","0.0692","0.0000"
"8.3200","0.0693","0.0005"
"8.3400","0.0695","-0.0002"
"8.3600","0.0697","-0.0019"
"8.3800","0.0698","-0.0009"
"8.4000","0.0700","-0.0013"
"8.4200","0.0701","-0.0005"
"8.4400","0.0703","0.0008"
"8.4600","0.0705","0.0020"
"8.4800","0.0706","0.0012"
"8.5000","0.0708","-0.0001"
"8.5200","0.0710","-0.0009"
"8.5400","0.0712","0.0000"
"8.5600","0.0713","0.0008"
"8.5800","0.0715","-0.0008"
"8.6000","0.0717","-0.0020"
"8.6200","0.0719","-0.0009"
"8.6400","0.0720","-0.0002"
"8.6600","0.0722","-0.0006"
"8.6800","0.0724","-0.0014"
"8.7000","0.0725","-0.0013"
"8.7200","0.0727","-0.0012"
"8.7400","0.0729","-0.0011"
"8.7600","0.0730","-0.0006"
"8.7800","0.0732","-0.0003"
"8.8000","0.0733","-0.0015"
"8.8200","0.0735","-0.0012"
"8.8400","0.0737","0.0010"
"8.8600","0.0739","0.0002"
"8.8800","0.0740","-0.0017"
"8.9000","0.0742","-0.0019"
"8.9200","0.0743","-0.0019"
"8.9400","0.0745","-0.0017"
"8.9600","0.0747","-0.0017"
"8.9800","0.0749","-0.0003"
"9.0000","0.0750","0.0006"
"9.0200","0.0752","0.0003"
"9.0400","0.0754","0.0010"
"9.0600","0.0755","0.0008"
"9.0800","0.0757","-0.0002"
"9.1000","0.0759","-0.0016"
"9.1200","0.0760","-0.0022"
"9.1400","0.0762","-0.0019"
"9.1600","0.0764","-0.0011"
"9.1800","0.0766","0.0004"
"9.2000","0.0767","-0.0022"
"9.2200","0.0769","-0.0024"
"9.2400","0.0771","-0.0012"
"9.2600","0.0772","-0.0003"
"9.2800","0.0774","-0.0007"
"9.3000","0.0776","-0.0002"
"9.3200","0.0777","-0.0015"
"9.3400","0.0779","-0.0024"
"9.3600","0.0781","-0.0022"
"9.3800","0.0783","-0.0008"
"9.4000","0.0784","-0.0007"
"9.4200","0.0786","-0.0012"
"9.4400","0.0788","-0.0021"
"9.4600","0.0790","-0.0027"
"9.4800","0.0791","-0.0030"
"9.5000","0.0793","-0.0006"
"9.5200","0.0795","0.0010"
"9.5400","0.0796","0.0014"
"9.5600","0.0798","0.0002"
"9.5800","0.0800","-0.0001"
"9.6000","0.0802","-0.0010"
"9.6200","0.0803","-0.0015"
"9.6400","0.0805","-0.0015"
"9.6600","0.0807","0.0004"
"9.6800","0.0809","0.0001"
"9.7000","0.0811","-0.0003"
"9.7200","0.0813","-0.0002"
"9.7400","0.0814","-0.0001"
"9.7600","0.0816","-0.0012"
"9.7800","0.0818","-0.0022"
"9.8000","0.0819","-0.0016"
"9.8200","0.0821","-0.0006"
"9.8400","0.0822","-0.0008"
"9.8600","0.0824","-0.0001"
"9.8800","0.0825","0.0002"
"9.9000","0.0827","-0.0007"
"9.9200","0.0829","-0.0004"
"9.9400","0.0830","0.0003"
"9.9600","0.0832","0.0005"
"9.9800","0.0834","-0.0001"
"10.0000","0.0835","-0.0010"
"10.0200","0.0837","0.0006"
"10.0400","0.0839","0.0009"
"10.0600","0.0840","0.0010"
"10.0800","0.0842","0.0004"
"10.1000","0.0844","-0.0004"
"10.1200","0.0845","-0.0001"
"10.1400","0.0847","0.0002"
"10.1600","0.0849","-0.0013"
"10.1800","0.0850","-0.0020"
"10.2000","0.0852","-0.0014"
"10.2200","0.0854","-0.0006"
"10.2400","0.0855","-0.0003"
"10.2600","0.0857","0.0007"
"10.2800","0.0859","-0.0003"
"10.3000","0.0860","0.0001"
"10.3200","0.0862","0.0015"
"10.3400","0.0864","-0.0003"
"10.3600","0.0865","-0.0011"
"10.3800","0.0867","-0.0002"
"10.4000","0.0869","-0.0015"
"10.4200","0.0870","-0.0009"
"10.4400","0.0872","-0.0004"
"10.4600","0.0874","-0.0004"
"10.4800","0.0875","-0.0009"
"10.5000","0.0877","-0.0004"
"10.5200","0.0879","0.0000"
"10.5400","0.0880","0.0006"
"10.5600","0.0882","0.0004"
"10.5800","0.0884","0.0003"
"10.6000","0.0885","-0.0008"
"10.6200","0.0887","-0.0017"
"10.6400","0.0889","-0.0004"
"10.6600","0.0891","-0.0001"
"10.6800","0.0892","0.0002"
"10.7000","0.0894","-0.0003"
"10.7200","0.0896","-0.0012"
"10.7400","0.0897","-0.0012"
"10.7600","0.0899","0.0000"
"10.7800","0.0901","0.0007"
"10.8000","0.0902","0.0002"
"10.8200","0.0904","-0.0003"
"10.8400","0.0906","-0.0007"
"10.8600","0.0907","-0.0009"
"10.8800","0.0909","-0.0012"
"10.9000","0.0910","-0.0022"
"10.9200","0.0912","-0.0025"
"10.9400","0.0914","-0.0023"
"10.9600","0.0915","-0.0029"
"10.9800","0.0917","-0.0020"
"11.0000","0.0919","-0.0001"
"11.0200","0.0920","-0.0002"
"11.0400","0.0922","-0.0008"
"11.0600","0.0924","-0.0004"
"11.0800","0.0925","0.0011"
"11.1000","0.0927","0.0006"
"11.1200","0.0929","-0.0006"
"11.1400","0.0930","-0.0013"
"11.1600","0.0932","-0.0009"
"11.1800","0.0934","-0.0008"
"11.2000","0.0935","-0.0008"
"11.2200","0.0937","0.0002"
"11.2400","0.0939","-0.0007"
"11.2600","0.0940","-0.0027"
"11.2800","0.0942","-0.0025"
"11.3000","0.0944","-0.0009"
"11.3200","0.0945","-0.0002"
"11.3400","0.0947","0.0007"
"11.3600","0.0948","0.0001"
"11.3800","0.0950","0.0004"
"11.4000","0.0952","-0.0006"
"11.4200","0.0953","-0.0018"
"11.4400","0.0955","-0.0025"
"11.4600","0.0957","-0.0022"
"11.4800","0.0958","-0.0018"
"11.5000","0.0960","-0.0016"
"11.5200","0.0961","-0.0004"
"11.5400","0.0963","0.0002"
"11.5600","0.0965","-0.0007"
"11.5800","0.0966","0.0004"
"11.6000","0.0968","0.0003"
"11.6200","0.0969","-0.0005"
"11.6400","0.0971","-0.0021"
"11.6600","0.0972","-0.0024"
"11.6800","0.0974","-0.0016"
"11.7000","0.0975","-0.0006"
"11.7200","0.0977","0.0001"
"11.7400","0.0979","0.0009"
"11.7600","0.0980","0.0006"
"11.7800","0.0982","-0.0010"
"11.8000","0.0983","-0.0024"
"11.8200","0.0985","-0.0017"
"11.8400","0.0987","-0.0005"
"11.8600","0.0988","-0.0003"
"11.8800","0.0990","-0.0022"
"11.9000","0.0992","-0.0025"
"11.9200","0.0993","-0.0034"
"11.9400","0.0995","-0.0038"
"11.9600","0.0997","-0.0016"
"11.9800","0.0999","0.0001"
"12.0000","0.1000","0.0009"
"12.0200","0.1002","-0.0003"
"12.0400","0.1004","-0.0023"
"12.0600","0.1005","-0.0024"
"12.0800","0.1007","-0.0030"
"12.1000","0.1009","-0.0017"
"12.1200","0.1011","-0.0002"
"12.1400","0.1012","0.0010"
"12.1600","0.1014","0.0013"
"12.1800","0.1016","0.0006"
"12.2000","0.1017","-0.0008"
"12.2200","0.1019","-0.0014"
"12.2400","0.1021","-0.0014"
"12.2600","0.1022","-0.0013"
"12.2800","0.1024","-0.0010"
"12.3000","0.1025","-0.0003"
"12.3200","0.1027","0.0002"
"12.3400","0.1029","0.0008"
"12.3600","0.1030","-0.0001"
"12.3800","0.1032","-0.0007"
"12.4000","0.1034","-0.0017"
"12.4200","0.1035","-0.0007"
"12.4400","0.1037","-0.0006"
"12.4600","0.1039","0.0007"
"12.4800","0.1040","0.0009"
"12.5000","0.1042","0.0006"
"12.5200","0.1044","0.0007"
"12.5400","0.1046","0.0005"
"12.5600","0.1047","-0.0001"
"12.5800","0.1049","-0.0005"
"12.6000","0.1051","-0.0001"
"12.6200","0.1052","0.0000"
"12.6400","0.1054","0.0006"
"12.6600","0.1056","-0.0005"
"12.6800","0.1058","-0.0001"
"12.7000","0.1059","-0.0007"
"12.7200","0.1061","-0.0002"
"12.7400","0.1063","-0.0008"
"12.7600","0.1065","-0.0012"
"12.7800","0.1066","-0.0002"
"12.8000","0.1068","-0.0003"
"12.8200","0.1070","-0.0004"
"12.8400","0.1071","-0.0010"
"12.8600","0.1073","-0.0003"
"12.8800","0.1075","-0.0003"
"12.9000","0.1077","-0.0007"
"12.9200","0.1078","-0.0015"
"12.9400","0.1080","-0.0020"
"12.9600","0.1082","-0.0030"
"12.9800","0.1084","-0.0016"
"13.0000","0.1085","-0.0007"
"13.0200","0.1087","0.0009"
"13.0400","0.1088","0.0003"
"13.0600","0.1090","-0.0009"
"13.0800","0.1092","-0.0030"
"13.1000","0.1093","-0.0025"
"13.1200","0.1095","-0.0007"
"13.1400","0.1097","0.0000"
"13.1600","0.1098","-0.0003"
"13.1800","0.1100","-0.0018"
"13.2000","0.1102","-0.0011"
"13.2200","0.1103","-0.0015"
"13.2400","0.1105","-0.0014"
"13.2600","0.1107","0.0004"
"13.2800","0.1109","0.0007"
"13.3000","0.1110","-0.0002"
"13.3200","0.1112","0.0017"
"13.3400","0.1114","0.0012"
"13.3600","0.1115","0.0011"
"13.3800","0.1117","0.0014"
"13.4000","0.1119","-0.0009"
"13.4200","0.1120","-0.0018"
"13.4400","0.1122","-0.0010"
"13.4600","0.1124","0.0000"
"13.4800","0.1125","-0.0012"
"13.5000","0.1127","0.0001"
"13.5200","0.1129","0.0002"
"13.5400","0.1130","0.0001"
"13.5600","0.1132","-0.0014"
"13.5800","0.1134","-0.0017"
"13.6000","0.1136","-0.0012"
"13.6200","0.1137","-0.0006"
"13.6400","0.1139","0.0004"
"13.6600","0.1141","-0.0004"
"13.6800","0.1142","0.0003"
"13.7000","0.1144","0.0017"
"13.7200","0.1146","0.0022"
"13.7400","0.1148","0.0014"
"13.7600","0.1150","0.0012"
"13.7800","0.1151","0.0004"
"13.8000","0.1153","0.0014"
"13.8200","0.1155","0.0008"
"13.8400","0.1157","0.0002"
"13.8600","0.1159","0.0004"
"13.8800","0.1161","-0.0002"
"13.9000","0.1162","-0.0002"
"13.9200","0.1164","-0.0002"
"13.9400","0.1166","-0.0006"
"13.9600","0.1167","-0.0001"
"13.9800","0.1169","-0.0001"
"14.0000","0.1170","-0.0023"
"14.0200","0.1172","-0.0010"
"14.0400","0.1173","0.0000"
"14.0600","0.1175","0.0003"
"14.0800","0.1177","-0.0005"
"14.1000","0.1179","-0.0003"
"14.1200","0.1180","-0.0006"
"14.1400","0.1182","-0.0015"
"14.1600","0.1184","-0.0011"
"14.1800","0.1186","-0.0003"
"14.2000","0.1188","-0.0007"
"14.2200","0.1189","-0.0006"
"14.2400","0.1191","-0.0012"
"14.2600","0.1193","-0.0017"
"14.2800","0.1195","-0.0005"
"14.3000","0.1197","-0.0003"
"14.3200","0.1198","-0.0009"
"14.3400","0.1200","-0.0012"
"14.3600","0.1201","-0.0004"
"14.3800","0.1203","-0.0002"
"14.4000","0.1204","-0.0004"
"14.4200","0.1206","-0.0014"
"14.4400","0.1207","-0.0011"
"14.4600","0.1208","-0.0003"
"14.4800","0.1210","-0.0005"
"14.5000","0.1211","-0.0014"
"14.5200","0.1213","-0.0007"
"14.5400","0.1215","0.0005"
"14.5600","0.1216","0.0013"
"14.5800","0.1218","0.0004"
"14.6000","0.1220","-0.0008"
"14.6200","0.1222","-0.0009"
"14.6400","0.1223","0.0001"
"14.6600","0.1225","0.0000"
"14.6800","0.1227","0.0010"
"14.7000","0.1229","0.0022"
"14.7200","0.1231","0.0023"
"14.7400","0.1232","0.0009"
"14.7600","0.1234","-0.0001"
"14.7800","0.1236","-0.0001"
"14.8000","0.1237","0.0010"
"14.8200","0.1239","0.0002"
"14.8400","0.1241","-0.0005"
"14.8600","0.1242","-0.0007"
"14.8800","0.1244","-0.0011"
"14.9000","0.1246","-0.0018"
"14.9200","0.1247","-0.0018"
"14.9400","0.1249","-0.0013"
"14.9600","0.1250","-0.0006"
"14.9800","0.1252","0.0001"
"15.0000","0.1254","0.0008"
"15.0200","0.1255","0.0008"
"15.0400","0.1257","-0.0012"
"15.0600","0.1258","-0.0013"
"15.0800","0.1260","-0.0007"
"15.1000","0.1262","-0.0015"
"15.1200","0.1264","-0.0011"
"15.1400","0.1265","0.0005"
"15.1600","0.1267","0.0010"
"15.1800","0.1269","0.0006"
"15.2000","0.1270","-0.0007"
"15.2200","0.1272","-0.0002"
"15.2400","0.1274","-0.0003"
"15.2600","0.1275","-0.0009"
"15.2800","0.1277","-0.0024"
"15.3000","0.1279","-0.0022"
"15.3200","0.1280","-0.0025"
"15.3400","0.1282","-0.0021"
"15.3600","0.1284","0.0002"
"15.3800","0.1285","0.0001"
"15.4000","0.1287","-0.0017"
"15.4200","0.1289","-0.0014"
"15.4400","0.1290","-0.0011"
"15.4600","0.1292","-0.0002"
"15.4800","0.1294","0.0004"
"15.5000","0.1295","-0.0005"
"15.5200","0.1297","-0.0008"
"15.5400","0.1299","-0.0008"
"15.5600","0.1300","-0.0002"
"15.5800","0.1302","-0.0004"
"15.6000","0.1303","0.0005"
"15.6200","0.1305","0.0006"
"15.6400","0.1306","0.0001"
"15.6600","0.1308","-0.0005"
"15.6800","0.1310","-0.0003"
"15.7000","0.1312","-0.0011"
"15.7200","0.1314","-0.0012"
"15.7400","0.1315","-0.0003"
"15.7600","0.1317","0.0007"
"15.7800","0.1319","-0.0003"
