Time,Displacement,Force
(s),(mm),(N)
"223.9240","0.3351","7.7417"
"223.9440","0.3352","7.7617"
"223.9640","0.3354","7.7798"
"223.9840","0.3356","7.7986"
"224.0040","0.3357","7.8189"
"224.0240","0.3359","7.8390"
"224.0440","0.3361","7.8601"
"224.0640","0.3363","7.8814"
"224.0840","0.3364","7.9018"
"224.1040","0.3366","7.9231"
"224.1240","0.3368","7.9445"
"224.1440","0.3370","7.9640"
"224.1640","0.3371","7.9834"
"224.1840","0.3373","8.0020"
"224.2040","0.3375","8.0216"
"224.2240","0.3376","8.0437"
"224.2440","0.3378","8.0644"
"224.2640","0.3380","8.0826"
"224.2840","0.3381","8.1015"
"224.3040","0.3383","8.1207"
"224.3240","0.3384","8.1422"
"224.3440","0.3386","8.1612"
"224.3640","0.3388","8.1792"
"224.3840","0.3389","8.1994"
"224.4040","0.3391","8.2200"
"224.4240","0.3393","8.2407"
"224.4440","0.3395","8.2625"
"224.4640","0.3396","8.2837"
"224.4840","0.3398","8.3052"
"224.5040","0.3400","8.3257"
"224.5240","0.3401","8.3464"
"224.5440","0.3403","8.3684"
"224.5640","0.3405","8.3872"
"224.5840","0.3407","8.4079"
"224.6040","0.3408","8.4287"
"224.6240","0.3410","8.4492"
"224.6440","0.3412","8.4692"
"224.6640","0.3413","8.4894"
"224.6840","0.3415","8.5099"
"224.7040","0.3416","8.5284"
"224.7240","0.3418","8.5482"
"224.7440","0.3420","8.5687"
"224.7640","0.3421","8.5885"
"224.7840","0.3423","8.6091"
"224.8040","0.3425","8.6289"
"224.8240","0.3426","8.6491"
"224.8440","0.3428","8.6709"
"224.8640","0.3430","8.6928"
"224.8840","0.3431","8.7137"
"224.9040","0.3433","8.7338"
"224.9240","0.3435","8.7530"
"224.9440","0.3436","8.7741"
"224.9640","0.3438","8.7944"
"224.9840","0.3439","8.8161"
"225.0040","0.3441","8.8376"
"225.0240","0.3443","8.8579"
"225.0440","0.3444","8.8800"
"225.0640","0.3446","8.9034"
"225.0840","0.3448","8.9257"
"225.1040","0.3449","8.9458"
"225.1240","0.3451","8.9666"
"225.1440","0.3453","8.9895"
"225.1640","0.3454","9.0122"
"225.1840","0.3456","9.0351"
"225.2040","0.3458","9.0587"
"225.2240","0.3460","9.0815"
"225.2440","0.3461","9.1031"
"225.2640","0.3463","9.1255"
"225.2840","0.3465","9.1465"
"225.3040","0.3466","9.1688"
"225.3240","0.3468","9.1892"
"225.3440","0.3470","9.2112"
"225.3640","0.3471","9.2327"
"225.3840","0.3473","9.2549"
"225.4040","0.3474","9.2777"
"225.4240","0.3476","9.2999"
"225.4440","0.3478","9.3219"
"225.4640","0.3479","9.3441"
"225.4840","0.3481","9.3675"
"225.5040","0.3483","9.3902"
"225.5240","0.3484","9.4133"
"225.5440","0.3486","9.4363"
"225.5640","0.3488","9.4584"
"225.5840","0.3489","9.4814"
"225.6040","0.3491","9.5035"
"225.6240","0.3493","9.5263"
"225.6440","0.3494","9.5493"
"225.6640","0.3496","9.5722"
"225.6840","0.3498","9.5960"
"225.7040","0.3499","9.6198"
"225.7240","0.3501","9.6431"
"225.7440","0.3503","9.6664"
"225.7640","0.3504","9.6897"
"225.7840","0.3506","9.7133"
"225.8040","0.3508","9.7364"
"225.8240","0.3509","9.7590"
"225.8440","0.3511","9.7823"
"225.8640","0.3513","9.8062"
"225.8840","0.3514","9.8284"
"225.9040","0.3516","9.8532"
"225.9240","0.3518","9.8760"
"225.9440","0.3519","9.8989"
"225.9640","0.3521","9.9239"
"225.9840","0.3523","9.9499"
"226.0040","0.3524","9.9737"
"226.0240","0.3526","9.9942"
"226.0440","0.3528","10.0165"
"226.0640","0.3529","10.0399"
"226.0840","0.3531","10.0649"
"226.1040","0.3533","10.0915"
"226.1240","0.3535","10.1159"
"226.1440","0.3536","10.1400"
"226.1640","0.3538","10.1633"
"226.1840","0.3540","10.1888"
"226.2040","0.3541","10.2131"
"226.2240","0.3543","10.2368"
"226.2440","0.3545","10.2598"
"226.2640","0.3546","10.2817"
"226.2840","0.3548","10.3049"
"226.3040","0.3550","10.3307"
"226.3240","0.3551","10.3540"
"226.3440","0.3553","10.3779"
"226.3640","0.3555","10.4010"
"226.3840","0.3556","10.4234"
"226.4040","0.3558","10.4467"
"226.4240","0.3559","10.4701"
"226.4440","0.3561","10.4937"
"226.4640","0.3563","10.5186"
"226.4840","0.3564","10.5430"
"226.5040","0.3566","10.5676"
"226.5240","0.3568","10.5910"
"226.5440","0.3569","10.6151"
"226.5640","0.3571","10.6382"
"226.5840","0.3573","10.6632"
"226.6040","0.3574","10.6882"
"226.6240","0.3576","10.7127"
"226.6440","0.3578","10.7384"
"226.6640","0.3580","10.7620"
"226.6840","0.3581","10.7866"
"226.7040","0.3583","10.8115"
"226.7240","0.3585","10.8358"
"226.7440","0.3586","10.8586"
"226.7640","0.3588","10.8803"
"226.7840","0.3589","10.9041"
"226.8040","0.3591","10.9300"
"226.8240","0.3593","10.9541"
"226.8440","0.3595","10.9787"
"226.8640","0.3596","11.0043"
"226.8840","0.3598","11.0303"
"226.9040","0.3600","11.0563"
"226.9240","0.3601","11.0811"
"226.9440","0.3603","11.1053"
"226.9640","0.3605","11.1299"
"226.9840","0.3606","11.1546"
"227.0040","0.3608","11.1803"
"227.0240","0.3610","11.2055"
"227.0440","0.3611","11.2303"
"227.0640","0.3613","11.2541"
"227.0840","0.3615","11.2788"
"227.1040","0.3616","11.3034"
"227.1240","0.3618","11.3278"
"227.1440","0.3620","11.3528"
"227.1640","0.3621","11.3776"
"227.1840","0.3623","11.4036"
"227.2040","0.3624","11.4287"
"227.2240","0.3626","11.4531"
"227.2440","0.3628","11.4786"
"227.2640","0.3629","11.5022"
"227.2840","0.3631","11.5276"
"227.3040","0.3633","11.5542"
"227.3240","0.3634","11.5799"
"227.3440","0.3636","11.6043"
"227.3640","0.3638","11.6287"
"227.3840","0.3639","11.6540"
"227.4040","0.3641","11.6791"
"227.4240","0.3642","11.7039"
"227.4440","0.3644","11.7301"
"227.4640","0.3646","11.7568"
"227.4840","0.3647","11.7834"
"227.5040","0.3649","11.8099"
"227.5240","0.3651","11.8358"
"227.5440","0.3653","11.8610"
"227.5640","0.3654","11.8877"
"227.5840","0.3656","11.9142"
"227.6040","0.3658","11.9412"
"227.6240","0.3659","11.9684"
"227.6440","0.3661","11.9942"
"227.6640","0.3663","12.0207"
"227.6840","0.3664","12.0466"
"227.7040","0.3666","12.0722"
"227.7240","0.3668","12.0995"
"227.7440","0.3669","12.1237"
"227.7640","0.3671","12.1480"
"227.7840","0.3673","12.1739"
"227.8040","0.3674","12.2018"
"227.8240","0.3676","12.2276"
"227.8440","0.3678","12.2553"
"227.8640","0.3679","12.2816"
"227.8840","0.3681","12.3075"
"227.9040","0.3683","12.3346"
"227.9240","0.3684","12.3610"
"227.9440","0.3686","12.3870"
"227.9640","0.3687","12.4147"
"227.9840","0.3689","12.4418"
"228.0040","0.3691","12.4677"
"228.0240","0.3692","12.4944"
"228.0440","0.3694","12.5228"
"228.0640","0.3696","12.5516"
"228.0840","0.3698","12.5789"
"228.1040","0.3699","12.6057"
"228.1240","0.3701","12.6346"
"228.1440","0.3703","12.6641"
"228.1640","0.3705","12.6935"
"228.1840","0.3706","12.7227"
"228.2040","0.3708","12.7500"
"228.2240","0.3710","12.7773"
"228.2440","0.3711","12.8062"
"228.2640","0.3713","12.8345"
"228.2840","0.3715","12.8607"
"228.3040","0.3716","12.8881"
"228.3240","0.3718","12.9163"
"228.3440","0.3720","12.9447"
"228.3640","0.3721","12.9719"
"228.3840","0.3723","13.0006"
"228.4040","0.3725","13.0272"
"228.4240","0.3726","13.0553"
"228.4440","0.3728","13.0861"
"228.4640","0.3730","13.1148"
"228.4840","0.3732","13.1433"
"228.5040","0.3733","13.1714"
"228.5240","0.3735","13.2009"
"228.5440","0.3737","13.2309"
"228.5640","0.3738","13.2614"
"228.5840","0.3740","13.2915"
"228.6040","0.3742","13.3202"
"228.6240","0.3744","13.3510"
"228.6440","0.3745","13.3801"
"228.6640","0.3747","13.4091"
"228.6840","0.3749","13.4386"
"228.7040","0.3751","13.4693"
"228.7240","0.3752","13.4990"
"228.7440","0.3754","13.5290"
"228.7640","0.3756","13.5586"
"228.7840","0.3758","13.5896"
"228.8040","0.3759","13.6196"
"228.8240","0.3761","13.6486"
"228.8440","0.3763","13.6767"
"228.8640","0.3765","13.7044"
"228.8840","0.3766","13.7323"
"228.9040","0.3768","13.7606"
"228.9240","0.3769","13.7868"
"228.9440","0.3771","13.8144"
"228.9640","0.3773","13.8433"
"228.9840","0.3774","13.8706"
"229.0040","0.3776","13.8981"
"229.0240","0.3778","13.9263"
"229.0440","0.3779","13.9547"
"229.0640","0.3781","13.9830"
"229.0840","0.3783","14.0132"
"229.1040","0.3784","14.0430"
"229.1240","0.3786","14.0714"
"229.1440","0.3788","14.1002"
"229.1640","0.3789","14.1286"
"229.1840","0.3791","14.1564"
"229.2040","0.3793","14.1842"
"229.2240","0.3794","14.2121"
"229.2440","0.3796","14.2404"
"229.2640","0.3798","14.2685"
"229.2840","0.3799","14.2968"
"229.3040","0.3801","14.3258"
"229.3240","0.3802","14.3550"
"229.3440","0.3804","14.3831"
"229.3640","0.3806","14.4126"
"229.3840","0.3807","14.4419"
"229.4040","0.3809","14.4703"
"229.4240","0.3811","14.4976"
"229.4440","0.3812","14.5258"
"229.4640","0.3814","14.5541"
"229.4840","0.3816","14.5833"
"229.5040","0.3817","14.6136"
"229.5240","0.3819","14.6435"
"229.5440","0.3821","14.6738"
"229.5640","0.3822","14.7032"
"229.5840","0.3824","14.7321"
"229.6040","0.3826","14.7619"
"229.6240","0.3828","14.7937"
"229.6440","0.3829","14.8235"
"229.6640","0.3831","14.8523"
"229.6840","0.3833","14.8811"
"229.7040","0.3834","14.9103"
"229.7240","0.3836","14.9398"
"229.7440","0.3838","14.9699"
"229.7640","0.3839","15.0014"
"229.7840","0.3841","15.0301"
"229.8040","0.3843","15.0586"
"229.8240","0.3844","15.0869"
"229.8440","0.3846","15.1163"
"229.8640","0.3848","15.1467"
"229.8840","0.3849","15.1764"
"229.9040","0.3851","15.2073"
"229.9240","0.3853","15.2373"
"229.9440","0.3854","15.2675"
"229.9640","0.3856","15.2980"
"229.9840","0.3858","15.3266"
"230.0040","0.3859","15.3551"
"230.0240","0.3861","15.3837"
"230.0440","0.3863","15.4127"
"230.0640","0.3864","15.4435"
"230.0840","0.3866","15.4735"
"230.1040","0.3868","15.5022"
"230.1240","0.3869","15.5307"
"230.1440","0.3871","15.5599"
"230.1640","0.3873","15.5901"
"230.1840","0.3874","15.6208"
"230.2040","0.3876","15.6514"
"230.2240","0.3878","15.6814"
"230.2440","0.3879","15.7113"
"230.2640","0.3881","15.7411"
"230.2840","0.3883","15.7712"
"230.3040","0.3884","15.8001"
"230.3240","0.3886","15.8274"
"230.3440","0.3888","15.8539"
"230.3640","0.3889","15.8807"
"230.3840","0.3891","15.9106"
"230.4040","0.3892","15.9416"
"230.4240","0.3894","15.9729"
"230.4440","0.3896","16.0013"
"230.4640","0.3897","16.0292"
"230.4840","0.3899","16.0570"
"230.5040","0.3900","16.0855"
"230.5240","0.3902","16.1166"
"230.5440","0.3904","16.1496"
"230.5640","0.3905","16.1820"
"230.5840","0.3907","16.2112"
"230.6040","0.3909","16.2421"
"230.6240","0.3910","16.2720"
"230.6440","0.3912","16.3010"
"230.6640","0.3914","16.3321"
"230.6840","0.3915","16.3626"
"230.7040","0.3917","16.3905"
"230.7240","0.3919","16.4203"
"230.7440","0.3920","16.4507"
"230.7640","0.3922","16.4799"
"230.7840","0.3923","16.5107"
"230.8040","0.3925","16.5414"
"230.8240","0.3927","16.5685"
"230.8440","0.3928","16.5958"
"230.8640","0.3930","16.6250"
"230.8840","0.3931","16.6537"
"230.9040","0.3933","16.6833"
"230.9240","0.3934","16.7129"
"230.9440","0.3936","16.7413"
"230.9640","0.3938","16.7709"
"230.9840","0.3939","16.7996"
"231.0040","0.3941","16.8298"
"231.0240","0.3942","16.8602"
"231.0440","0.3944","16.8923"
"231.0640","0.3946","16.9230"
"231.0840","0.3947","16.9552"
"231.1040","0.3949","16.9865"
"231.1240","0.3951","17.0174"
"231.1440","0.3952","17.0481"
"231.1640","0.3954","17.0782"
"231.1840","0.3956","17.1088"
"231.2040","0.3957","17.1407"
"231.2240","0.3959","17.1703"
"231.2440","0.3961","17.2006"
"231.2640","0.3962","17.2300"
"231.2840","0.3964","17.2603"
"231.3040","0.3966","17.2905"
"231.3240","0.3967","17.3207"
"231.3440","0.3969","17.3520"
"231.3640","0.3971","17.3818"
"231.3840","0.3972","17.4120"
"231.4040","0.3974","17.4438"
"231.4240","0.3976","17.4758"
"231.4440","0.3977","17.5101"
"231.4640","0.3979","17.5424"
"231.4840","0.3981","17.5737"
"231.5040","0.3983","17.6035"
"231.5240","0.3984","17.6348"
"231.5440","0.3986","17.6656"
"231.5640","0.3987","17.6962"
"231.5840","0.3989","17.7269"
"231.6040","0.3991","17.7563"
"231.6240","0.3992","17.7867"
"231.6440","0.3994","17.8167"
"231.6640","0.3996","17.8480"
"231.6840","0.3997","17.8785"
"231.7040","0.3999","17.9101"
"231.7240","0.4001","17.9424"
"231.7440","0.4002","17.9757"
"231.7640","0.4004","18.0087"
"231.7840","0.4006","18.0381"
"231.8040","0.4007","18.0692"
"231.8240","0.4009","18.1015"
"231.8440","0.4011","18.1316"
"231.8640","0.4012","18.1625"
"231.8840","0.4014","18.1929"
"231.9040","0.4016","18.2246"
"231.9240","0.4017","18.2563"
"231.9440","0.4019","18.2871"
"231.9640","0.4021","18.3188"
"231.9840","0.4022","18.3492"
"232.0040","0.4024","18.3804"
"232.0240","0.4026","18.4105"
"232.0440","0.4027","18.4416"
"232.0640","0.4029","18.4743"
"232.0840","0.4030","18.5067"
"232.1040","0.4032","18.5379"
"232.1240","0.4034","18.5696"
"232.1440","0.4035","18.6010"
"232.1640","0.4037","18.6333"
"232.1840","0.4039","18.6652"
"232.2040","0.4040","18.6971"
"232.2240","0.4042","18.7281"
"232.2440","0.4044","18.7596"
"232.2640","0.4045","18.7935"
"232.2840","0.4047","18.8253"
"232.3040","0.4049","18.8553"
"232.3240","0.4050","18.8846"
"232.3440","0.4052","18.9166"
"232.3640","0.4054","18.9491"
"232.3840","0.4055","18.9829"
"232.4040","0.4057","19.0166"
"232.4240","0.4059","19.0492"
"232.4440","0.4060","19.0817"
"232.4640","0.4062","19.1140"
"232.4840","0.4064","19.1449"
"232.5040","0.4066","19.1789"
"232.5240","0.4067","19.2124"
"232.5440","0.4069","19.2463"
"232.5640","0.4071","19.2803"
"232.5840","0.4072","19.3142"
"232.6040","0.4074","19.3491"
"232.6240","0.4076","19.3822"
"232.6440","0.4077","19.4142"
"232.6640","0.4079","19.4487"
"232.6840","0.4081","19.4819"
"232.7040","0.4082","19.5127"
"232.7240","0.4084","19.5431"
"232.7440","0.4086","19.5741"
"232.7640","0.4087","19.6044"
"232.7840","0.4089","19.6354"
"232.8040","0.4091","19.6662"
"232.8240","0.4092","19.6954"
"232.8440","0.4094","19.7270"
"232.8640","0.4095","19.7597"
"232.8840","0.4097","19.7940"
"232.9040","0.4099","19.8273"
"232.9240","0.4100","19.8612"
"232.9440","0.4102","19.8912"
"232.9640","0.4104","19.9225"
"232.9840","0.4105","19.9542"
"233.0040","0.4107","19.9846"
"233.0240","0.4109","20.0145"
"233.0440","0.4110","20.0471"
"233.0640","0.4112","20.0817"
"233.0840","0.4114","20.1165"
"233.1040","0.4115","20.1502"
"233.1240","0.4117","20.1831"
"233.1440","0.4119","20.2193"
"233.1640","0.4121","20.2569"
"233.1840","0.4122","20.2929"
"233.2040","0.4124","20.3288"
"233.2240","0.4126","20.3640"
"233.2440","0.4128","20.3982"
"233.2640","0.4129","20.4311"
"233.2840","0.4131","20.4634"
"233.3040","0.4133","20.4934"
"233.3240","0.4134","20.5235"
"233.3440","0.4136","20.5565"
"233.3640","0.4137","20.5877"
"233.3840","0.4139","20.6191"
"233.4040","0.4141","20.6527"
"233.4240","0.4143","20.6874"
"233.4440","0.4144","20.7201"
"233.4640","0.4146","20.7535"
"233.4840","0.4148","20.7850"
"233.5040","0.4149","20.8176"
"233.5240","0.4151","20.8510"
"233.5440","0.4153","20.8833"
"233.5640","0.4154","20.9143"
"233.5840","0.4156","20.9470"
"233.6040","0.4158","20.9801"
"233.6240","0.4159","21.0154"
"233.6440","0.4161","21.0492"
"233.6640","0.4163","21.0810"
"233.6840","0.4164","21.1148"
"233.7040","0.4166","21.1494"
"233.7240","0.4168","21.1834"
"233.7440","0.4169","21.2165"
"233.7640","0.4171","21.2486"
"233.7840","0.4173","21.2807"
"233.8040","0.4174","21.3148"
"233.8240","0.4176","21.3500"
"233.8440","0.4178","21.3851"
"233.8640","0.4180","21.4197"
"233.8840","0.4181","21.4517"
"233.9040","0.4183","21.4816"
"233.9240","0.4184","21.5126"
"233.9440","0.4186","21.5446"
"233.9640","0.4188","21.5754"
"233.9840","0.4189","21.6061"
"234.0040","0.4191","21.6394"
"234.0240","0.4193","21.6745"
"234.0440","0.4194","21.7103"
"234.0640","0.4196","21.7459"
"234.0840","0.4198","21.7805"
"234.1040","0.4200","21.8133"
"234.1240","0.4201","21.8480"
"234.1440","0.4203","21.8825"
"234.1640","0.4205","21.9147"
"234.1840","0.4207","21.9492"
"234.2040","0.4208","21.9835"
"234.2240","0.4210","22.0191"
"234.2440","0.4212","22.0537"
"234.2640","0.4213","22.0891"
"234.2840","0.4215","22.1253"
"234.3040","0.4217","22.1629"
"234.3240","0.4219","22.2018"
"234.3440","0.4221","22.2382"
"234.3640","0.4222","22.2739"
"234.3840","0.4224","22.3104"
"234.4040","0.4226","22.3457"
"234.4240","0.4228","22.3804"
"234.4440","0.4230","22.4157"
"234.4640","0.4231","22.4487"
"234.4840","0.4233","22.4819"
"234.5040","0.4235","22.5150"
"234.5240","0.4236","22.5457"
"234.5440","0.4238","22.5782"
"234.5640","0.4240","22.6103"
"234.5840","0.4241","22.6407"
"234.6040","0.4243","22.6718"
"234.6240","0.4244","22.7035"
"234.6440","0.4246","22.7344"
"234.6640","0.4248","22.7695"
"234.6840","0.4249","22.8028"
"234.7040","0.4251","22.8341"
"234.7240","0.4253","22.8668"
"234.7440","0.4254","22.9015"
"234.7640","0.4256","22.9341"
"234.7840","0.4258","22.9684"
"234.8040","0.4259","23.0037"
"234.8240","0.4261","23.0352"
"234.8440","0.4263","23.0684"
"234.8640","0.4264","23.1041"
"234.8840","0.4266","23.1398"
"234.9040","0.4268","23.1755"
"234.9240","0.4269","23.2098"
"234.9440","0.4271","23.2423"
"234.9640","0.4273","23.2762"
"234.9840","0.4274","23.3091"
"235.0040","0.4276","23.3429"
"235.0240","0.4278","23.3781"
"235.0440","0.4279","23.4122"
"235.0640","0.4281","23.4459"
"235.0840","0.4282","23.4796"
"235.1040","0.4284","23.5146"
"235.1240","0.4286","23.5481"
"235.1440","0.4287","23.5829"
"235.1640","0.4289","23.6173"
"235.1840","0.4291","23.6513"
"235.2040","0.4292","23.6850"
"235.2240","0.4294","23.7172"
"235.2440","0.4295","23.7506"
"235.2640","0.4297","23.7845"
"235.2840","0.4299","23.8192"
"235.3040","0.4300","23.8537"
"235.3240","0.4302","23.8878"
"235.3440","0.4303","23.9189"
"235.3640","0.4305","23.9513"
"235.3840","0.4307","23.9845"
"235.4040","0.4308","24.0182"
"235.4240","0.4310","24.0528"
"235.4440","0.4311","24.0874"
"235.4640","0.4313","24.1183"
"235.4840","0.4315","24.1503"
"235.5040","0.4316","24.1832"
"235.5240","0.4318","24.2167"
"235.5440","0.4319","24.2499"
"235.5640","0.4321","24.2854"
"235.5840","0.4323","24.3237"
"235.6040","0.4324","24.3618"
"235.6240","0.4326","24.3993"
"235.6440","0.4328","24.4366"
"235.6640","0.4329","24.4737"
"235.6840","0.4331","24.5112"
"235.7040","0.4333","24.5474"
"235.7240","0.4334","24.5830"
"235.7440","0.4336","24.6191"
"235.7640","0.4338","24.6559"
"235.7840","0.4339","24.6941"
"235.8040","0.4341","24.7311"
"235.8240","0.4343","24.7680"
"235.8440","0.4345","24.8032"
"235.8640","0.4346","24.8369"
"235.8840","0.4348","24.8708"
"235.9040","0.4349","24.9063"
"235.9240","0.4351","24.9421"
"235.9440","0.4353","24.9784"
"235.9640","0.4354","25.0143"
"235.9840","0.4356","25.0487"
"236.0040","0.4358","25.0814"
"236.0240","0.4359","25.1142"
"236.0440","0.4361","25.1467"
"236.0640","0.4362","25.1802"
"236.0840","0.4364","25.2157"
"236.1040","0.4366","25.2495"
"236.1240","0.4367","25.2845"
"236.1440","0.4369","25.3200"
"236.1640","0.4371","25.3536"
"236.1840","0.4372","25.3905"
"236.2040","0.4374","25.4286"
"236.2240","0.4376","25.4651"
"236.2440","0.4377","25.5022"
"236.2640","0.4379","25.5410"
"236.2840","0.4381","25.5803"
"236.3040","0.4383","25.6176"
"236.3240","0.4384","25.6553"
"236.3440","0.4386","25.6938"
"236.3640","0.4388","25.7280"
"236.3840","0.4389","25.7624"
"236.4040","0.4391","25.7993"
"236.4240","0.4393","25.8363"
"236.4440","0.4394","25.8733"
"236.4640","0.4396","25.9086"
"236.4840","0.4398","25.9425"
"236.5040","0.4399","25.9790"
"236.5240","0.4401","26.0155"
"236.5440","0.4403","26.0522"
"236.5640","0.4404","26.0906"
"236.5840","0.4406","26.1290"
"236.6040","0.4408","26.1663"
"236.6240","0.4409","26.2033"
"236.6440","0.4411","26.2411"
"236.6640","0.4413","26.2788"
"236.6840","0.4414","26.3144"
"236.7040","0.4416","26.3489"
"236.7240","0.4418","26.3849"
"236.7440","0.4419","26.4194"
"236.7640","0.4421","26.4560"
"236.7840","0.4423","26.4926"
"236.8040","0.4424","26.5283"
"236.8240","0.4426","26.5640"
"236.8440","0.4428","26.5998"
"236.8640","0.4429","26.6351"
"236.8840","0.4431","26.6702"
"236.9040","0.4433","26.7081"
"236.9240","0.4434","26.7443"
"236.9440","0.4436","26.7800"
"236.9640","0.4438","26.8158"
"236.9840","0.4439","26.8534"
"237.0040","0.4441","26.8877"
"237.0240","0.4443","26.9228"
"237.0440","0.4444","26.9588"
"237.0640","0.4446","26.9945"
"237.0840","0.4448","27.0300"
"237.1040","0.4449","27.0661"
"237.1240","0.4451","27.1025"
"237.1440","0.4453","27.1398"
"237.1640","0.4454","27.1775"
"237.1840","0.4456","27.2148"
"237.2040","0.4458","27.2527"
"237.2240","0.4459","27.2895"
"237.2440","0.4461","27.3279"
"237.2640","0.4463","27.3649"
"237.2840","0.4464","27.4027"
"237.3040","0.4466","27.4411"
"237.3240","0.4468","27.4799"
"237.3440","0.4469","27.5171"
"237.3640","0.4471","27.5509"
"237.3840","0.4473","27.5854"
"237.4040","0.4474","27.6223"
"237.4240","0.4476","27.6584"
"237.4440","0.4478","27.6932"
"237.4640","0.4479","27.7272"
"237.4840","0.4481","27.7630"
"237.5040","0.4483","27.8008"
"237.5240","0.4484","27.8388"
"237.5440","0.4486","27.8736"
"237.5640","0.4488","27.9100"
"237.5840","0.4489","27.9472"
"237.6040","0.4491","27.9850"
"237.6240","0.4493","28.0226"
"237.6440","0.4494","28.0592"
"237.6640","0.4496","28.0964"
"237.6840","0.4498","28.1339"
"237.7040","0.4499","28.1725"
"237.7240","0.4501","28.2102"
"237.7440","0.4503","28.2463"
"237.7640","0.4504","28.2837"
"237.7840","0.4506","28.3209"
"237.8040","0.4508","28.3579"
"237.8240","0.4509","28.3965"
"237.8440","0.4511","28.4350"
"237.8640","0.4513","28.4724"
"237.8840","0.4514","28.5090"
"237.9040","0.4516","28.5460"
"237.9240","0.4518","28.5841"
"237.9440","0.4519","28.6227"
"237.9640","0.4521","28.6609"
"237.9840","0.4523","28.6980"
"238.0040","0.4524","28.7373"
"238.0240","0.4526","28.7756"
"238.0440","0.4528","28.8159"
"238.0640","0.4530","28.8540"
"238.0840","0.4531","28.8912"
"238.1040","0.4533","28.9289"
"238.1240","0.4535","28.9672"
"238.1440","0.4536","29.0070"
"238.1640","0.4538","29.0481"
"238.1840","0.4540","29.0905"
"238.2040","0.4542","29.1311"
"238.2240","0.4543","29.1707"
"238.2440","0.4545","29.2100"
"238.2640","0.4547","29.2526"
"238.2840","0.4549","29.2971"
"238.3040","0.4551","29.3410"
"238.3240","0.4552","29.3849"
"238.3440","0.4554","29.4294"
"238.3640","0.4556","29.4736"
"238.3840","0.4558","29.5158"
"238.4040","0.4560","29.5559"
"238.4240","0.4561","29.5949"
"238.4440","0.4563","29.6328"
"238.4640","0.4565","29.6702"
"238.4840","0.4567","29.7082"
"238.5040","0.4568","29.7480"
"238.5240","0.4570","29.7852"
"238.5440","0.4572","29.8204"
"238.5640","0.4573","29.8539"
"238.5840","0.4575","29.8889"
"238.6040","0.4577","29.9233"
"238.6240","0.4578","29.9587"
"238.6440","0.4580","29.9918"
"238.6640","0.4581","30.0256"
"238.6840","0.4583","30.0603"
"238.7040","0.4585","30.0980"
"238.7240","0.4586","30.1368"
"238.7440","0.4588","30.1773"
"238.7640","0.4590","30.2202"
"238.7840","0.4591","30.2657"
"238.8040","0.4593","30.3130"
"238.8240","0.4595","30.3594"
"238.8440","0.4597","30.3978"
"238.8640","0.4598","30.4339"
"238.8840","0.4600","30.4738"
"238.9040","0.4602","30.5147"
"238.9240","0.4604","30.5580"
"238.9440","0.4605","30.5956"
"238.9640","0.4607","30.6305"
"238.9840","0.4609","30.6678"
"239.0040","0.4610","30.7046"
"239.0240","0.4612","30.7414"
"239.0440","0.4613","30.7774"
"239.0640","0.4615","30.8129"
"239.0840","0.4616","30.8469"
"239.1040","0.4618","30.8814"
"239.1240","0.4620","30.9175"
"239.1440","0.4621","30.9569"
"239.1640","0.4623","30.9995"
"239.1840","0.4625","31.0410"
"239.2040","0.4626","31.0825"
"239.2240","0.4628","31.1233"
"239.2440","0.4630","31.1659"
"239.2640","0.4631","31.2100"
"239.2840","0.4633","31.2516"
"239.3040","0.4635","31.2928"
"239.3240","0.4637","31.3353"
"239.3440","0.4638","31.3758"
"239.3640","0.4640","31.4182"
"239.3840","0.4642","31.4586"
"239.4040","0.4643","31.4973"
"239.4240","0.4645","31.5348"
"239.4440","0.4647","31.5725"
"239.4640","0.4648","31.6096"
"239.4840","0.4650","31.6485"
"239.5040","0.4651","31.6846"
"239.5240","0.4653","31.7207"
"239.5440","0.4655","31.7588"
"239.5640","0.4656","31.7985"
"239.5840","0.4658","31.8369"
"239.6040","0.4660","31.8747"
"239.6240","0.4661","31.9161"
"239.6440","0.4663","31.9584"
"239.6640","0.4665","32.0005"
"239.6840","0.4666","32.0412"
"239.7040","0.4668","32.0834"
"239.7240","0.4670","32.1248"
"239.7440","0.4671","32.1658"
"239.7640","0.4673","32.2052"
"239.7840","0.4675","32.2471"
"239.8040","0.4676","32.2874"
"239.8240","0.4678","32.3269"
"239.8440","0.4679","32.3648"
"239.8640","0.4681","32.4021"
"239.8840","0.4683","32.4423"
"239.9040","0.4684","32.4833"
"239.9240","0.4686","32.5272"
"239.9440","0.4688","32.5708"
"239.9640","0.4689","32.6152"
"239.9840","0.4691","32.6568"
"240.0040","0.4693","32.6967"
"240.0240","0.4694","32.7394"
"240.0440","0.4696","32.7821"
"240.0640","0.4698","32.8255"
"240.0840","0.4699","32.8651"
"240.1040","0.4701","32.9039"
"240.1240","0.4702","32.9434"
"240.1440","0.4704","32.9851"
"240.1640","0.4706","33.0277"
"240.1840","0.4707","33.0690"
"240.2040","0.4709","33.1101"
"240.2240","0.4711","33.1494"
"240.2440","0.4712","33.1910"
"240.2640","0.4714","33.2318"
"240.2840","0.4715","33.2729"
"240.3040","0.4717","33.3144"
"240.3240","0.4719","33.3547"
"240.3440","0.4720","33.3932"
